0.000205	3	41	-310.068736	1819.583127
0.000205	3	41	-313.953055	1819.823393
0.000205	3	41	-317.837304	1820.063606
0.000205	3	41	-321.721482	1820.303765
0.000204	3	41	-325.605590	1820.543870
0.000204	3	41	-329.489627	1820.783920
0.000204	3	41	-333.373595	1821.023917
0.000204	3	41	-337.257493	1821.263859
0.000204	3	41	-341.141322	1821.503746
0.000203	3	41	-345.025081	1821.743578
0.000203	3	41	-348.908771	1821.983355
0.000203	3	41	-352.792392	1822.223078
0.000203	3	41	-356.675945	1822.462745
0.000203	3	41	-360.559429	1822.702356
0.000202	3	41	-364.442844	1822.941912
0.000202	3	41	-368.326191	1823.181412
0.000202	3	41	-372.209470	1823.420857
0.000202	3	41	-376.092681	1823.660245
0.000201	3	41	-379.975824	1823.899577
0.000201	3	41	-383.858900	1824.138853
0.000201	3	41	-387.741909	1824.378072
0.000201	3	41	-391.624850	1824.617234
0.000201	3	41	-395.507725	1824.856340
0.000200	3	41	-399.390532	1825.095389
0.000200	3	41	-403.273273	1825.334380
0.000200	3	41	-407.155948	1825.573314
0.000200	3	41	-411.038556	1825.812191
0.000199	3	41	-414.921098	1826.051010
0.000199	3	41	-418.803575	1826.289772
0.000199	3	41	-422.685985	1826.528475
0.000199	3	41	-426.568331	1826.767120
0.000198	3	41	-430.450611	1827.005707
0.000198	3	41	-434.332825	1827.244236
0.000198	3	41	-438.214975	1827.482706
0.000198	3	41	-442.097060	1827.721117
0.000197	3	41	-445.979080	1827.959470
0.000197	3	41	-449.861036	1828.197763
0.000197	3	41	-453.742928	1828.435998
0.000197	3	41	-457.624755	1828.674172
0.000196	3	41	-461.506519	1828.912288
0.000196	3	41	-465.388219	1829.150344
0.000196	3	41	-469.269855	1829.388340
0.000196	3	41	-473.151428	1829.626275
0.000195	3	41	-477.032938	1829.864151
0.000195	3	41	-480.914385	1830.101967
0.000195	3	41	-484.795769	1830.339722
0.000195	3	41	-488.677090	1830.577416
0.000194	3	41	-492.558349	1830.815050
0.000194	3	41	-496.439546	1831.052623
0.000194	3	41	-500.320680	1831.290134
0.000194	3	41	-504.201753	1831.527585
0.000193	3	41	-508.082764	1831.764974
0.000193	3	41	-511.963713	1832.002301
0.000193	3	41	-515.844601	1832.239567
0.000193	3	41	-519.725428	1832.476771
0.000192	3	41	-523.606193	1832.713912
0.000192	3	41	-527.486898	1832.950992
0.000192	34	47	75.650896	-23.680246
0.000195	34	47	75.047729	-23.651186
0.000198	34	47	74.441547	-23.621171
0.000201	34	47	73.832308	-23.590180
0.000204	34	47	73.219966	-23.558191
0.000208	34	47	72.604475	-23.525182
0.000211	34	47	71.985787	-23.491133
0.000214	34	47	71.363855	-23.456019
0.000218	34	47	70.738628	-23.419815
0.000221	34	47	70.110055	-23.382499
0.000225	34	47	69.478082	-23.344042
0.000229	34	47	68.842656	-23.304420
0.000233	34	47	68.203720	-23.263604
0.000237	34	47	67.561216	-23.221565
0.000241	34	47	66.915085	-23.178274
0.000245	34	47	66.265265	-23.133700
0.000250	34	47	65.611694	-23.087811
0.000255	34	47	64.954306	-23.040573
0.000259	34	47	64.293033	-22.991952
0.000264	34	47	63.627806	-22.941912
0.000269	34	47	62.958554	-22.890414
0.000275	34	47	62.285201	-22.837421
0.000280	34	47	61.607671	-22.782891
0.000286	34	47	60.925885	-22.726782
0.000292	34	47	60.239760	-22.669049
0.000298	34	47	59.549212	-22.609647
0.000304	34	47	58.854152	-22.548526
0.000311	34	47	58.154489	-22.485637
0.000318	34	47	57.450127	-22.420926
0.000325	34	47	56.740969	-22.354339
0.000332	34	47	56.026911	-22.285817
0.000340	34	47	55.307849	-22.215299
0.000348	34	47	54.583672	-22.142721
0.000357	34	47	53.854264	-22.068018
0.000366	34	47	53.119505	-21.991117
0.000375	34	47	52.379273	-21.911945
0.000385	34	47	51.633435	-21.830424
0.000395	34	47	50.881857	-21.746472
0.000405	34	47	50.124397	-21.660001
0.000417	34	47	49.360906	-21.570921
0.000428	34	47	48.591231	-21.479133
0.000441	34	47	47.815208	-21.384535
0.000454	34	47	47.032668	-21.287018
0.000467	34	47	46.243433	-21.186467
0.000482	34	47	45.447314	-21.082758
0.000497	34	47	44.644116	-20.975761
0.000513	34	47	43.833631	-20.865337
0.000530	34	47	43.015641	-20.751336
0.000548	34	47	42.189916	-20.633599
0.000567	34	47	41.356213	-20.511958
